,product_id,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,product_category_name,product_master_category_name
59,0d826eba8e0a2ae3bca9e3a947dd756d,50,423,4,True,20.0,14.0,True,3360.0,toys,Toys & Baby
60,f8f6fd145cc00519283cf3100477b2b3,47,956,1,True,25.0,20.0,True,7000.0,sports_leisure,Sports & Outdoors
61,4e04ffb7dd3739ecfc37de8927dd586c,59,144,1,True,24.0,7.0,True,2688.0,stationery,Stationery & Art
62,36555a2f528d7b2a255c504191445d39,51,1069,1,True,23.0,16.0,True,7360.0,health_beauty,Health & Beauty
63,22937a73f92a33040ab4e2540355a5d8,50,554,3,True,16.0,5.0,True,880.0,fashion_bags_accessories,Fashion
64,dc21247da0290904ffbbcd5953c76f95,41,92,1,True,16.0,5.0,True,1280.0,stationery,Stationery & Art
65,9020ce7adcc384b2899ae87ddc54767b,43,198,2,True,23.0,7.0,True,2415.0,stationery,Stationery & Art
66,bfc1d1c62b1f7f401d8d9dda962bb870,50,255,2,True,60.0,15.0,True,13500.0,sports_leisure,Sports & Outdoors
67,6fef6d87bb6c2eb11d57a967209219a8,33,200,1,True,17.0,3.0,True,561.0,garden_tools,Construction
68,1e5428c428e0f783acd6e3d94ba4ee2a,55,1067,1,True,27.0,50.0,True,71550.0,computers,Electronics
69,94080f9219044d897195e2be145945dc,60,1543,6,True,17.0,9.0,True,2448.0,auto,Auto
70,d0389f20b3d11de54e1e4561df147683,55,1441,1,True,60.0,25.0,True,37500.0,home_construction,Construction
71,3e9b58f1436820c248d3f98d7229bb14,56,489,2,True,16.0,11.0,True,1936.0,watches_gifts,Gifts
72,575c38b4c88fc7b35ef22fc8312bfe1b,57,992,3,True,44.0,20.0,True,17600.0,cool_stuff,Miscellaneous
73,556702ebb73d3786a852ad3d5a8ad268,54,339,1,True,25.0,8.0,True,5000.0,construction_tools_construction,Construction
74,a3a03c131926ec14d4c9f3ef03016b24,54,463,1,True,40.0,20.0,True,16000.0,pet_shop,Pets
75,e586ebb6022265ae1eea38f46ffe3ead,40,1469,3,True,18.0,21.0,True,10206.0,health_beauty,Health & Beauty
76,278b3c6462e86b4556b99989513ddf73,58,587,3,True,20.0,20.0,True,8000.0,small_appliances,Appliances
77,0d009643171aee696f4733340bc2fdd0,52,150,1,True,21.0,16.0,True,6048.0,perfumery,Health & Beauty
78,be1be330cf34043d1c40d6114cbd11b5,51,484,1,True,19.0,13.0,True,3952.0,watches_gifts,Gifts
79,07f01b6fcacc1b187a71e5074199db2d,39,430,1,True,63.0,66.0,True,232848.0,agro_industry_and_commerce,Agriculture
80,75b4372e69a42f8ae1d908c076f547b2,22,1313,1,True,29.0,22.0,True,14674.0,health_beauty,Health & Beauty
81,3569d4374a919941a50f57371b1dc93d,37,1168,1,True,21.0,16.0,True,10416.0,health_beauty,Health & Beauty
82,a3c95dc653d9a279b160bc0179385ed1,39,1146,1,True,30.0,18.0,True,16200.0,bed_bath_table,Home & Living
83,0992c6cba95a13bfa68ea7d5e22d478b,42,671,1,True,29.0,12.0,True,8352.0,garden_tools,Construction
84,b1eae565a61935e0011ee7682fef9dc9,49,460,2,True,17.0,13.0,True,3757.0,perfumery,Health & Beauty
85,2734390ee304b0f4817b3c233094fc16,59,2367,3,True,55.0,40.0,True,88000.0,musical_instruments,Entertainment
86,32ee3f4e2493045726807808d7abbab6,54,381,2,True,38.0,9.0,True,9234.0,bed_bath_table,Home & Living
87,c2367eda4f9623d0355dc5d7796d857a,50,607,1,True,100.0,10.0,True,11000.0,bed_bath_table,Home & Living
88,7f34b85142d1ef9e077a0da9ada27385,59,1750,3,True,105.0,3.0,True,22050.0,furniture_decor,Furniture
89,c478b1bbf9ec8c5691f37ccb83187386,55,163,2,True,25.0,8.0,True,3600.0,computers_accessories,Electronics
90,f9ecf420c38b90a8af8e7f70fd789264,43,101,1,True,50.0,10.0,True,6000.0,sports_leisure,Sports & Outdoors
91,3a6a0247ced9dcb444b46caafdcdd368,60,2497,1,True,20.0,20.0,True,8000.0,health_beauty,Health & Beauty
92,adf591c625cb265c12bc6749d3a2f757,60,1146,6,True,20.0,24.0,True,15840.0,health_beauty,Health & Beauty
93,3e0f398b664b26e3224c79dbf435191f,57,900,4,True,16.0,4.0,True,704.0,sports_leisure,Sports & Outdoors
94,64c8f1a52b407d92518a1f8b79240a70,49,319,1,True,18.0,6.0,True,1188.0,telephony,Electronics
95,af16005fca813272caf59c432153949e,55,1186,2,True,53.0,8.0,True,8480.0,furniture_decor,Furniture
96,e6a1ff3552ba3305c1cf0a4dde50347f,58,703,6,True,47.0,19.0,True,20539.0,auto,Auto
97,d8a405c732027a2af3187b031890933d,50,361,1,True,35.0,4.0,True,3640.0,auto,Auto
98,ce94e3c41145e28428cdae952a1fd7f2,58,899,2,True,17.0,11.0,True,2244.0,watches_gifts,Gifts
99,3f0f8de616df6efb39a48f3c64eea974,49,701,1,True,50.0,12.0,True,7200.0,bed_bath_table,Home & Living
100,6ddc95e87149457c4c5177b0a474a9ba,47,1405,3,True,35.0,2.0,True,1750.0,furniture_decor,Furniture
101,a2e2851eae0aebb8ee4df32348b42e2b,59,504,3,True,16.0,4.0,True,704.0,computers_accessories,Electronics
102,723f62c36c298037716bf60c0ad0df3a,57,276,4,True,16.0,2.0,True,352.0,watches_gifts,Gifts
103,b2b3503e675abbc07e278151da072ed2,46,287,1,True,75.0,25.0,True,103125.0,furniture_decor,Furniture
104,c18c01e09509a509e2b88d3ed40c580e,46,1039,1,True,42.0,25.0,True,15750.0,baby,Toys & Baby
105,e7cad5e8ed9b92e788262ad710c33bd0,56,663,4,True,16.0,5.0,True,880.0,sports_leisure,Sports & Outdoors
106,c33d78b97260227119fb2b71be168fca,39,170,1,True,27.0,10.0,True,5940.0,bed_bath_table,Home & Living
107,e8fd6f481db77b847e7ab93fa1510e7e,53,794,4,True,20.0,26.0,True,16640.0,small_appliances,Appliances
108,67bea89008edcb996cfe4e3d062b62a8,56,414,1,True,23.0,22.0,True,8096.0,housewares,Home & Living
109,e8e86cbab028363545a5bf0ca5e226ee,36,312,2,True,55.0,10.0,True,25300.0,furniture_living_room,Furniture
110,c12b64bf0861a27e0f06c36ef82f457d,53,425,1,True,16.0,6.0,True,1056.0,sports_leisure,Sports & Outdoors
111,6f0169f259bb0ff432bfff7d829b9946,58,918,6,True,16.0,20.0,True,5120.0,home_construction,Construction
112,b6f3b8136ba8302906df7e11ff908751,36,617,1,True,23.0,7.0,True,4830.0,pet_shop,Pets
113,2be2be0a6a5916840503fdf50808ebcb,41,270,1,True,36.0,6.0,True,4104.0,housewares,Home & Living
114,8efa775719397f78f79c8e5c7b0afbd4,22,275,1,True,30.0,18.0,True,9720.0,furniture_decor,Furniture
115,9e87e3ee09baee5f5c0513ff37bc60ab,58,381,2,True,43.0,8.0,True,11352.0,bed_bath_table,Home & Living
116,a0abcee0132a5aed003d98e459b37698,58,223,1,True,45.0,13.0,True,20475.0,bed_bath_table,Home & Living
117,7f6308ba4057a6a740af7b4dcfb79c13,63,1930,9,True,19.0,5.0,True,1045.0,telephony,Electronics
118,1eb4a9aee05c9cad041e09add2a26d68,51,244,1,True,38.0,8.0,True,8512.0,luggage_accessories,Travel
119,8da90b37f0fb171b4877c124f965b1f6,56,733,3,True,18.0,13.0,True,3510.0,perfumery,Health & Beauty
120,712a72a78ffb66cb6eee87eebbf54519,52,1049,3,True,45.0,22.0,True,42570.0,sports_leisure,Sports & Outdoors
121,c5fb7fbe39f4e09e048ffbc5b28db49a,51,1212,1,True,16.0,5.0,True,1280.0,signaling_and_security,Construction
122,f17b05cc8a7651896df8c30884200e9a,30,547,1,True,32.0,51.0,True,26112.0,air_conditioning,Appliances
123,55ec10b39713ee81ee2c5bcb558cf866,53,1398,1,True,16.0,2.0,True,352.0,fashion_bags_accessories,Fashion
124,c190c4fe582c5b7ffff586506de83f01,34,160,1,True,26.0,14.0,True,5096.0,furniture_decor,Furniture
125,f908df99196805b5bc4ada9ef510b11b,57,245,2,True,60.0,15.0,True,13500.0,sports_leisure,Sports & Outdoors
126,ac5bae85a895724330c4acddd581b02b,50,1254,2,True,16.0,15.0,True,2640.0,telephony,Electronics
127,cbaff83e2c00a2b731d27276bbf52082,59,1431,6,True,70.0,15.0,True,73500.0,art,Stationery & Art
128,ad67f74682943e3857eebf3ca2538d1a,53,261,2,True,41.0,9.0,True,12546.0,bed_bath_table,Home & Living
129,1e12f1836c1f08b25ef78fcdf76fbf08,60,884,1,True,37.0,3.0,True,2553.0,garden_tools,Construction
130,acd427ee119d5c71c7a85ae488cb0a6a,52,68,7,True,16.0,2.0,True,352.0,fashion_bags_accessories,Fashion
131,60cf4effb6947283fa638d570bd07318,30,410,4,True,80.0,70.0,True,156800.0,baby,Toys & Baby
132,51fed4afb1b41d00ad9d25a73b7fbbc7,48,303,3,True,21.0,7.0,True,2205.0,consoles_games,Toys & Baby
133,bb09cce52b336261572a5a7e25a33795,59,943,1,True,16.0,25.0,True,4800.0,housewares,Home & Living
134,65a6462e42e05ab3b8dc613566736825,49,540,4,True,39.0,12.0,True,13104.0,luggage_accessories,Travel
135,f2396540fbfac27b5117f0dbd6744b50,53,222,1,True,40.0,20.0,True,32000.0,bed_bath_table,Home & Living
136,70d1bd3a042448105a71d0b41ecbc96b,56,235,1,True,16.0,3.0,True,528.0,consoles_games,Toys & Baby
137,0075c14603d80515e20908c156ceb47b,50,329,2,True,16.0,18.0,True,4608.0,sports_leisure,Sports & Outdoors
138,5a42f73d92034010a4e00360fb0df099,55,144,1,True,18.0,13.0,True,3744.0,sports_leisure,Sports & Outdoors
139,bcd58b852a3b0152b6b384c4e4474ba2,59,797,2,True,25.0,20.0,True,10000.0,cool_stuff,Miscellaneous
140,2bfb0bdbcea77da2879f0ef3be9a219e,53,439,5,True,22.0,7.0,True,2772.0,consoles_games,Toys & Baby
141,87fb220044e9aca16fbec51c6c997aa0,60,438,2,True,20.0,12.0,True,4800.0,watches_gifts,Gifts
142,484bf1dff778a416389aafd0dee1cb11,55,852,1,True,21.0,9.0,True,3024.0,toys,Toys & Baby
143,3cef8174403f4fdedbf24fa67fa9f132,39,805,3,True,18.0,32.0,True,15552.0,baby,Toys & Baby
144,003938452c98ff9ab28e9e7b4bfe97ab,52,420,2,True,50.0,8.0,True,20000.0,furniture_living_room,Furniture
145,8d6cb00151d423c52855385c89f0bae8,58,386,1,True,50.0,50.0,True,125000.0,auto,Auto
146,5877301b00f95e3c6118738b293dfab3,50,273,1,True,65.0,8.0,True,19760.0,home_appliances,Appliances
147,e0bbe6292471ff5ab3752414baf78111,43,572,2,True,16.0,11.0,True,1936.0,watches_gifts,Gifts
148,dd768d259ee6054e0dadd66c8e2be0b6,52,700,2,True,16.0,10.0,True,2560.0,bed_bath_table,Home & Living
149,fc2edee55f4118969f4dc49f7a717605,47,1548,3,True,16.0,12.0,True,3264.0,auto,Auto
150,b521fddf2c8a7e7d1791bfb3c1b2f278,55,448,1,True,20.0,20.0,True,8000.0,sports_leisure,Sports & Outdoors
151,db7e6804f1a8206a7e51c9a741a09d9e,51,410,2,True,24.0,11.0,True,6336.0,toys,Toys & Baby
152,50556c630443502c11acde1c320fe278,59,257,1,True,16.0,2.0,True,640.0,health_beauty,Health & Beauty
153,88d2c501ec765f5d7e8038fa6aab0e62,51,863,1,True,40.0,40.0,True,64000.0,health_beauty,Health & Beauty
154,722fb67c17907e21734449c091420bf5,29,290,1,True,32.0,21.0,True,14784.0,housewares,Home & Living
155,43b6d9e46e1e6b8ac743a1c31e462937,31,680,1,True,39.0,28.0,True,27300.0,garden_tools,Construction
156,1ffe365aa7583189e63f2fa4f060b269,57,785,4,True,20.0,60.0,True,42000.0,sports_leisure,Sports & Outdoors
157,3014e35fd70fce29095ced5cdc89f4ce,51,244,1,True,17.0,10.0,True,2380.0,telephony,Electronics
158,e869d449cc32881790ef9af9b4c670f8,50,2220,1,True,58.0,28.0,True,94192.0,office_furniture,Furniture
159,a1b3a75aaaee5c9a683f2266c088f720,53,599,2,True,16.0,11.0,True,1936.0,watches_gifts,Gifts
160,7fdbc1ecf5fdf5c98d9b14e110133eb3,57,649,1,True,16.0,10.0,True,2080.0,sports_leisure,Sports & Outdoors
161,15b3d40f375c0645c1eed4ed1cd8e17a,30,401,3,True,16.0,11.0,True,1936.0,fashion_bags_accessories,Fashion
162,1cf39a397efa955b102a52ee7ec5531c,35,907,3,True,56.0,15.0,True,12600.0,auto,Auto
163,f9471562478eba8761bc985b968a0092,38,390,1,True,18.0,21.0,True,5670.0,housewares,Home & Living
164,e96bac5656eaec25f3d76757fa16d9d3,55,918,6,True,16.0,20.0,True,5120.0,home_construction,Construction
165,16b06ede456b922e56fbb4b3818aa875,48,382,5,True,16.0,9.0,True,1584.0,fashion_bags_accessories,Fashion
166,c7147724cd430269c6296fc758c0a086,32,42,1,True,16.0,15.0,True,2640.0,housewares,Home & Living
167,dbb399a8be7395d5b136d49fcdce13df,47,764,1,True,23.0,9.0,True,2691.0,computers_accessories,Electronics
168,ed46d1fbd7bf78ce79910c09fb892abb,52,406,1,True,20.0,25.0,True,12500.0,sports_leisure,Sports & Outdoors
169,d458378a178cd7cae60052319cebf235,50,198,2,True,24.0,7.0,True,2352.0,stationery,Stationery & Art
170,596363933adf57df745ecbc8afeec226,50,853,1,True,46.0,10.0,True,6440.0,sports_leisure,Sports & Outdoors
171,4473f3e5c65952b074ef987fa5c24662,59,776,6,True,17.0,4.0,True,816.0,telephony,Electronics
172,8c9faf6aabee9b2a30b83f92d786f6de,50,2913,3,True,24.0,5.0,True,2040.0,books_general_interest,Books
173,8e71b24c3e25a92fef6176120a67fac7,53,585,1,True,21.0,13.0,True,7644.0,computers_accessories,Electronics
174,828fe032935d7c1901682e5b6cc076c2,48,1063,2,True,20.0,20.0,True,8000.0,perfumery,Health & Beauty
175,19502a282608c5627fb32e22724727fc,47,181,1,True,55.0,30.0,True,49500.0,toys,Toys & Baby
176,df473738565b52f77b4e22b328b41576,42,369,1,True,16.0,2.0,True,352.0,costruction_tools_tools,Construction
177,657491063e8a63247a108a4d9cedf020,25,274,1,True,40.0,10.0,True,16000.0,toys,Toys & Baby
178,a388f2043ca885de714453e4fac616e2,50,744,1,True,16.0,3.0,True,528.0,telephony,Electronics
179,4c6018f41a6c2e5543cc034e94f5ce5b,44,2395,1,True,40.0,25.0,True,26000.0,garden_tools,Construction
180,a85543a371d5cfafedb80a8177a692b5,59,470,2,True,34.0,14.0,True,11424.0,housewares,Home & Living
181,6b017e0d95d8765a6f2bed3bc272c61e,39,422,1,True,36.0,4.0,True,2880.0,fashion_underwear_beach,Fashion
182,6d14f72afff32795290f2df6507f063c,59,413,3,True,84.0,14.0,True,23520.0,luggage_accessories,Travel
183,75b433ca888fe027b18dfac89a284667,37,374,1,True,33.0,12.0,True,10296.0,electronics,Electronics
184,9aa70106d14b83c7ad033592870b2b30,22,388,3,True,17.0,20.0,True,6800.0,housewares,Home & Living
185,42fe4aefc7e8a45dd96a59af81dd3fef,59,162,1,True,20.0,20.0,True,8000.0,auto,Auto
186,a04cf12934a318be6550b1aeab938bf2,59,605,5,True,57.0,14.0,True,28728.0,fashion_shoes,Fashion
187,224703229a7c966a5b191651e1561be2,52,234,4,True,20.0,20.0,True,8000.0,sports_leisure,Sports & Outdoors
188,43724b27731595d954e911f443fb1cc4,57,272,1,True,16.0,2.0,True,352.0,construction_tools_construction,Construction
189,b29ca3d3127057c43ef4b364bbe360ea,55,1029,1,True,20.0,25.0,True,10000.0,health_beauty,Health & Beauty
190,5e21d5cab5d33e770d8150a4ee6117db,60,312,4,True,16.0,2.0,True,352.0,watches_gifts,Gifts
191,55610b8b7d48294e69fc23f513dfbe98,60,1068,3,True,16.0,20.0,True,5120.0,furniture_decor,Furniture
192,68bfdbfe84f03af17733b10362f10020,63,244,4,True,29.0,12.0,True,8004.0,furniture_decor,Furniture
193,a5bc1334f1762ce0a844f3f694dc08e1,48,645,1,True,16.0,10.0,True,2560.0,bed_bath_table,Home & Living
194,701ff123e9085dcc9c2f833efded6374,50,268,5,True,61.0,63.0,True,134505.0,cool_stuff,Miscellaneous
195,73b499a2f5002c0a2158a478cc5a096c,43,2148,2,True,50.0,12.0,True,21600.0,housewares,Home & Living
196,42f14eda412436b96cde4f4025ed5f25,47,154,3,True,16.0,2.0,True,352.0,sports_leisure,Sports & Outdoors
197,47969dd948e918289f809be899ddfb4c,48,501,1,True,19.0,12.0,True,4332.0,stationery,Stationery & Art
198,446295cf6f689d4db477145815362608,59,209,1,True,16.0,44.0,True,26048.0,stationery,Stationery & Art
199,280c05c66173c2b377f3e449e33abc6d,59,640,1,True,35.0,7.0,True,8575.0,toys,Toys & Baby
200,4a96de21ccfb22ebe1c56992acbbd7fc,58,655,5,True,30.0,10.0,True,9000.0,air_conditioning,Appliances
201,c45a1de8cdb00af9ba1f3c097561b77a,55,315,2,True,30.0,10.0,True,7500.0,bed_bath_table,Home & Living
202,1b37262ebd1307a6c9aab9aca8584e76,52,1290,3,True,30.0,10.0,True,5400.0,pet_shop,Pets
203,04869307f7e7dc5b07f1d83406ade1e5,58,443,2,True,38.0,36.0,True,25992.0,toys,Toys & Baby
204,8bb6ace4cf2411747ea1cfecad5a458d,55,224,2,True,75.0,15.0,True,56250.0,baby,Toys & Baby
205,21db47f6493b06e8e7fc562ec9890e77,50,281,4,True,35.0,5.0,True,4375.0,computers_accessories,Electronics
206,f4d705aa95ccca448e5b0deb6e5290ba,57,74,1,True,20.0,2.0,True,600.0,bed_bath_table,Home & Living
207,bbaef2eadf31fe3ea6702077398be06c,45,1003,2,True,18.0,11.0,True,2178.0,perfumery,Health & Beauty
208,3fc3d637781e5d185455013606a6e2cd,32,1274,1,True,16.0,10.0,True,4800.0,electronics,Electronics
209,21d325f98c6505a72b1bcf363f3d3f88,57,1532,2,True,29.0,19.0,True,12122.0,toys,Toys & Baby
210,f6691c7e7a0c12d28003c97608dfe605,47,1026,2,True,40.0,6.0,True,9600.0,fashion_male_clothing,Fashion
211,c615805546392ec3b8a20c6590c4d400,54,261,6,True,30.0,34.0,True,17340.0,pet_shop,Pets
212,6e9c52b407fea24064f7ab2b144fbf8c,56,1395,7,True,71.0,81.0,True,253044.0,baby,Toys & Baby
213,e07f6e9343cad06f34d0a7a09eeac4d7,60,537,1,True,17.0,16.0,True,4352.0,health_beauty,Health & Beauty
214,80fc21f90a43fdcfc623f11f5457db10,55,457,2,True,17.0,11.0,True,2244.0,watches_gifts,Gifts
215,9cafef108028ea326352e901a8b729a7,60,609,2,True,45.0,20.0,True,36000.0,bed_bath_table,Home & Living
216,dd783a33bc94bef9c728611320d559e7,52,1113,1,True,16.0,12.0,True,2112.0,health_beauty,Health & Beauty
217,ec019a7e1feb42072e2a07b6317c7edb,48,135,1,True,65.0,7.0,True,20475.0,toys,Toys & Baby
218,20424e1f503b9ceeeee60b717b11ec36,57,1298,1,True,100.0,35.0,True,56000.0,housewares,Home & Living
219,795ed173180b101b114960e572d2181f,43,215,1,True,45.0,10.0,True,13950.0,luggage_accessories,Travel
220,40a75445dcf4958b8c9b3dac6898094b,29,1318,1,True,34.0,16.0,True,8704.0,sports_leisure,Sports & Outdoors
221,fff0a542c3c62682f23305214eaeaa24,23,146,3,True,30.0,10.0,True,6000.0,stationery,Stationery & Art
222,21419fbb5e6e21591c1dc83cb75aec07,59,1582,1,True,60.0,25.0,True,37500.0,home_construction,Construction
223,d801448d8cf48fd15a66dc8779d47241,47,687,1,True,17.0,11.0,True,2431.0,watches_gifts,Gifts
224,d1fbb5683c8e93f314d0f2bf40d07761,53,155,2,True,39.0,12.0,True,11700.0,bed_bath_table,Home & Living
225,4e7f36f28c51e114a343625b628dd429,42,727,1,True,24.0,16.0,True,5376.0,cool_stuff,Miscellaneous
226,58bef3ad35aed45b92cf03510e6cf5ce,54,3830,1,True,31.0,32.0,True,30752.0,sports_leisure,Sports & Outdoors
227,532d7f19b8005e415f5b98a1cf4a8690,58,172,1,True,16.0,10.0,True,2240.0,housewares,Home & Living
228,aedb7e30007f6051c5b3f97156b0848a,32,195,1,True,25.0,2.0,True,950.0,art,Stationery & Art
229,c752f2bc46ad4b389290cf5828a1db62,40,654,1,True,25.0,13.0,True,4550.0,health_beauty,Health & Beauty
230,7207700449f2433076d70a5b1c004eb4,44,421,1,True,32.0,8.0,True,9728.0,consoles_games,Toys & Baby
231,582dfc3697c5f834a5ddf28460ba9222,59,251,1,True,25.0,10.0,True,6250.0,fashion_bags_accessories,Fashion
